transcript,confidence,languageCode,channelTag,Participant,Trial,preciseStartTime,preciseEndTime,Picture_Identity,Picture_Label,Task_Side,Response_Time_in_PsychoPy,Response_Finish_in_PsychoPy,Stim_Onset,Block,Stim_Offset_Fix_Onset,Fix_Offset,Task,Picture_Number,First_Congruency,FrameRate,V17,Synonyms,Congruency,End_recording,Block_Bias,Task_Side_Bias
screwdriver,0.98762906,en-us,NA,4,148,2.125,2.52,drill,mfqst,0,2.1414212,0,670.0369561,3,672.8012594,670.0313615,Neutral,obj137,NA,59.96915187,NA,"driver, screwdriver, drill, mfqst",Incongruent,674.3513664,NA,NA
smoke,0.9584081,en-us,NA,4,149,1.195,1.615,smoke,gnxns,0,1.0800859,0,674.3573005,3,676.4531471,674.3513664,Neutral,obj407,NA,59.96915187,NA,"chimney, stack, vent, furnace, chimney stack, smoke shaft, exhaust, pollution, soot, steam, vapor, smoke, gnxns",Incongruent,677.6038441,NA,NA
telephone,0.98762906,en-us,NA,4,150,0.985,1.585,telephone,bfzpd,0,1.0104988,1.279819,677.6095147,3,679.705663,677.6038441,Neutral,obj445,NA,59.96915187,NA,"phone, home phone, house phone, rotary, rotary phone, old phone, dial, call, landline, telephone, bfzpd",Incongruent,680.7562981,NA,NA
hamburger,0.98762906,en-us,NA,4,151,0.74,1.365,hamburger,vnspb,0,0.7128269,1.4335522,680.7619693,3,682.8580944,680.7562981,Neutral,obj192,NA,59.96915187,NA,"patty, hamburger, vnspb",Incongruent,683.6084792,NA,NA
beard,0.98762906,en-us,NA,4,152,0.94,1.36,beard,prhdv,0,0.8021325,0.8816156,683.6140117,3,685.7102815,683.6084792,Neutral,obj035,NA,59.96915187,NA,"facial hair, beard, prhdv",Incongruent,686.4606979,NA,NA
tripod,0.98762906,en-us,NA,4,153,2.25,2.72,tripod,vwvsv,0,2.2821341,0,686.4662509,3,689.3631101,686.4606979,Neutral,obj470,NA,59.96915187,NA,"mount, stand, camera stand, support, tripod, vwvsv",Incongruent,690.7139837,NA,NA
octopus,0.98762906,en-us,NA,4,154,1.36,1.605,octopus,xwfxv,0,0.8601125,0,690.7198013,3,692.8157717,690.7139837,Neutral,obj286,NA,59.96915187,NA,"tentacles, squid, giant squid, octopus, xwfxv",Incongruent,693.5661768,NA,NA
cheese,0.9544848,en-us,NA,4,155,0.66,1.17,cheese,vhdtc,0,0.6876783,1.1031193,693.5718019,3,695.6679615,693.5661768,Neutral,obj090,NA,59.96915187,NA," cheese, vhdtc",Incongruent,696.4183483,NA,NA
man,0.9846364,en-us,NA,4,156,0.79,1.25,man,kzgzt,0,0.8404191,1.3106822,696.4239196,3,698.5368339,696.4183483,Neutral,obj256,NA,59.96915187,NA,"male, adult, businessman, man, kzgzt",Incongruent,699.2872566,NA,NA
ruler,0.98762906,en-us,NA,4,157,0.735,1.08,ruler,tcpcg,0,0.7851004,1.219603,699.2928337,3,701.3890184,699.2872566,Neutral,obj368,NA,59.96915187,NA,"yardstick, measure, measuring stick, ruler, tcpcg",Incongruent,702.1395474,NA,NA
puzzle,0.98762906,en-us,NA,4,158,0.935,1.305,puzzle,mtknw,0,0.9008955,1.3827088,702.1452238,3,704.2412387,702.1395474,Neutral,obj222,NA,59.96915187,NA,"puzzle pieces, pieces, puzzle, mtknw",Incongruent,705.1918057,NA,NA
scarf,0.98762906,en-us,NA,4,159,0.84,1.02,scarf,ghrhn,0,0.7542842,0.8066479,705.1973699,3,707.293604,705.1918057,Neutral,obj379,NA,59.96915187,NA,"bandana, shawl, muffler, scarf, ghrhn",Incongruent,708.0440175,NA,NA
cross,0.98013884,en-us,NA,4,160,0.995,1.41,cross,mdqds,0,0.954649,0,708.0495064,3,710.1457938,708.0440175,Neutral,obj116,NA,59.96915187,NA,"Christianity, cross, mdqds",Incongruent,710.8961969,NA,NA
feather,0.98762906,en-us,NA,4,161,1.19,1.305,feather,wrgnt,0,1.2308917,0,710.9017686,3,712.9979844,710.8961969,Neutral,obj151,NA,59.96915187,NA,"quill, quill pen, feather, wrgnt",Incongruent,714.2487839,NA,NA
elephant,0.98762906,en-us,NA,4,162,0.625,1.095,elephant,jjtrn,0,0.6517152,1.1249788,714.2544303,3,716.3508075,714.2487839,Neutral,obj145,NA,59.96915187,NA," elephant, jjtrn",Incongruent,717.5013006,NA,NA
eggs,0.98762906,en-us,NA,4,163,1.245,1.775,nest,gwhkp,0,1.2243706,0,717.5068773,3,719.6197487,717.5013006,Neutral,obj281,NA,59.96915187,NA,"eggs, basket, nest, gwhkp",Incongruent,720.5703028,NA,NA
wood,0.9749218,en-us,NA,4,164,2.555,2.78,wood,crzvk,0,2.4877577,0,720.5759096,3,723.6895424,720.5703028,Neutral,obj047,NA,59.96915187,NA,"plank, platform, timber, slab, harmonica, wood plank, wood, crzvk",Incongruent,725.2405707,NA,NA
bench,0.98762906,en-us,NA,4,165,1.475,1.9,bench,mgjgg,0,1.4399532,0,725.2464598,3,727.342376,725.2405707,Neutral,obj042,NA,59.96915187,NA,"seat, chair, bench, mgjgg",Incongruent,730.5947029,NA,NA
Genie,0.9938145,en-us,NA,4,166,1.305,1.655,genie,jgbsm,0,1.2808612,0,730.6005339,3,732.6965162,730.5947029,Neutral,obj176,NA,59.96915187,NA,"wizard, spirit, genie, jgbsm",Incongruent,734.8480142,NA,NA
screw,0.9112085,en-us,NA,4,167,1.095,2.195,screw,mrtdg,0,0.3527232,0.4558804,734.8538361,3,736.9497977,734.8480142,Neutral,obj382,NA,59.96915187,NA,"nail, bolt, nut, rivet, screw, mrtdg",Incongruent,737.9003652,NA,NA
window,0.9739052,en-us,NA,4,168,0.885,1.275,window,xxzsj,0,0.9072966,1.3735266,737.9059119,3,740.0188231,737.9003652,Neutral,obj510,NA,59.96915187,NA,"pane, windowpane, window, xxzsj",Incongruent,744.1718569,NA,NA
bottle,0.98762906,en-us,NA,4,169,1.145,1.295,bottle,dbmfw,0,1.1080612,0,744.1777898,3,746.2736385,744.1718569,Neutral,obj018,NA,59.96915187,NA,"baby bottle, bottle, dbmfw",Incongruent,749.9262943,NA,NA
cigarette,0.98762906,en-us,NA,4,170,1.345,1.795,cigarette,hqvjc,0,1.3408288,0,749.9322912,3,752.028076,749.9262943,Neutral,obj096,NA,59.96915187,NA,"smoke, smoking, cigarette, hqvjc",Incongruent,753.078732,NA,NA
drawer,0.9811635,en-us,NA,4,171,1.165,1.65,dresser,cpqhs,0,1.1060074,0,753.0845381,3,755.1805055,753.078732,Neutral,obj136,NA,59.96915187,NA,"drawer, cabinet, chest, cupboard, drawers, dresser, cpqhs",Incongruent,755.9309302,NA,NA
snake,0.98762906,en-us,NA,4,172,0.88,1.25,snake,dmznt,0,1.0492607,1.3109003,755.9366588,3,758.0327296,755.9309302,Neutral,obj409,NA,59.96915187,NA,"serpent, cobra, python, viper, rattlesnake, copperhead, boa constrictor, snake, dmznt",Incongruent,758.7831448,NA,NA
hand,0.98762906,en-us,NA,4,173,0.785,1.2,arm,vsrzx,0,0.7989656,1.3397193,758.7887441,3,760.8848979,758.7831448,Neutral,obj011,NA,59.96915187,NA,"forearm, hand, body, arm, vsrzx",Incongruent,761.6353337,NA,NA
glass,0.98762906,en-us,NA,4,174,1.415,1.96,glass,vzmgb,0,1.3051108,0,761.6409186,3,763.7451301,761.6353337,Neutral,obj511,NA,59.96915187,NA,"wine glass, champagne glass, cup, drink, mug,  glass, vzmgb",Incongruent,764.8878269,NA,NA
rhino,0.97976065,en-us,NA,4,175,1.065,1.48,rhinoceros,mzqnq,0,1.0744473,0,764.8935192,3,766.9896302,764.8878269,Neutral,obj353,NA,59.96915187,NA,"rhino, hippo, hippopotamus, rhinoceros, mzqnq",Incongruent,767.740036,NA,NA
firefighter,0.98762906,en-us,NA,4,176,1.44,1.865,fireman,tbwqf,0,1.4689148,0,767.7456309,3,769.8418327,767.740036,Neutral,obj155,NA,59.96915187,NA,"man, firefighter, fireman, tbwqf",Incongruent,771.2927694,NA,NA
football,0.97901547,en-us,NA,4,177,1.045,1.215,football,scbqw,0,0.9018955,1.0112566,771.2985796,3,773.4112267,771.2927694,Neutral,obj167,NA,59.96915187,NA,"ball, football, scbqw",Incongruent,774.5619859,NA,NA
hook,0.9699481,en-us,NA,4,178,1.165,1.295,hook,bdhpg,0,1.1688548,1.3648579,774.5676556,3,776.6637553,774.5619859,Neutral,obj210,NA,59.96915187,NA," hook, bdhpg",Incongruent,777.6143158,NA,NA
faucet,0.98762906,en-us,NA,4,179,1.96,2.305,faucet,qpsfc,0,1.9856607,0,777.619909,3,780.233171,777.6143158,Neutral,obj150,NA,59.96915187,NA,"sink, nozzle, valve, tap, water, faucet, qpsfc",Incongruent,781.5840552,NA,NA
tail,0.9938145,en-us,NA,4,180,1.21,1.715,tail,zqfrw,0,1.274262,0,781.5899213,3,783.6857682,781.5840552,Neutral,obj438,NA,59.96915187,NA,"butt, rear, hair, horse, tail, zqfrw",Incongruent,784.8365388,NA,NA
pillow,0.98762906,en-us,NA,4,181,0.925,1.275,pillow,pgfqz,0,0.8921103,1.3957513,784.8421815,3,786.9383787,784.8365388,Neutral,obj319,NA,59.96915187,NA,"flag, cushion, padding, American flag, pillow, pgfqz",Incongruent,787.6887723,NA,NA
bee,0.95310307,en-us,NA,4,182,1.785,2.055,bee,tqmdh,0,1.7964972,0,787.694319,3,790.1241173,787.6887723,Neutral,obj038,NA,59.96915187,NA,"bug, fly, bee, tqmdh",Incongruent,791.3915951,NA,NA
paint,0.975431,en-us,NA,4,183,2.2,2.98,paint,cstwp,0,2.2316404,0,791.3973492,3,794.2773162,791.3915951,Neutral,obj294,NA,59.96915187,NA,"paintbrush, paintbrushes, palette, paint palette, art, painting, paint, cstwp",Incongruent,795.1278231,NA,NA
neck,0.98762906,en-us,NA,4,184,1.02,1.285,neck,psctz,0,1.0761445,1.3361506,795.1335842,3,797.2462774,795.1278231,Neutral,obj278,NA,59.96915187,NA,"woman, collar, neck, psctz",Incongruent,797.9966983,NA,NA
bird,0.9796982,en-us,NA,4,185,1,1.24,bird,hxwjr,0,0.6344952,0.6818765,798.0022525,3,800.0984571,797.9966983,Neutral,obj045,NA,59.96915187,NA,"sparrow, finch, robin, swallow, crow, bird, hxwjr",Incongruent,801.1491289,NA,NA
strawberry,0.9752234,en-us,NA,4,186,0.735,1.35,strawberry,mdgzj,0,0.3461645,0.5287398,801.154626,3,803.250902,801.1491289,Neutral,obj427,NA,59.96915187,NA,"berry, fruit, seeds, strawberry, mdgzj",Incongruent,804.6017752,NA,NA
crown,0.98227143,en-us,NA,4,187,2.075,2.33,crown,ksbpq,0,2.0761161,0,804.6073984,3,807.3040267,804.6017752,Neutral,obj117,NA,59.96915187,NA,"king, regal, crown, ksbpq",Incongruent,808.971828,NA,NA
saxophone,0.98762906,en-us,NA,4,188,1.9,2.07,saxophone,tsqxr,0,1.5617445,0,808.9777203,3,811.1737092,808.971828,Neutral,obj377,NA,59.96915187,NA,"instrument, music, musical instrument, clarinet, saxophone, tsqxr",Incongruent,814.5261074,NA,NA
weeds,0.97527456,en-us,NA,4,189,2.735,3.32,wheat,gdfzc,0,2.6524213,0,814.5320916,3,817.8121445,814.5261074,Neutral,obj502,NA,59.96915187,NA,"crops, corn, barley, rye, oats, grain, weeds, flowers, wheat, gdfzc",Incongruent,818.7627096,NA,NA
book,0.9198353,en-us,NA,4,190,1.015,1.185,book,pcpzj,0,0.9504806,1.3651121,818.7685948,3,820.8644658,818.7627096,Neutral,obj051,NA,59.96915187,NA,"novel, textbook, bible, book, pcpzj",Incongruent,821.6148791,NA,NA
microwave,0.98762906,en-us,NA,4,191,0.97,1.755,tv,zsfck,0,1.0103666,0,821.6204788,3,823.7191998,821.6148791,Neutral,obj447,NA,59.96915187,NA,"television, cable, screen, tv set, microwave, tv, zsfck",Incongruent,825.167644,NA,NA
Tire,0.98310554,en-us,NA,4,192,1.825,2.235,tire,vfvkf,0,1.8690354,0,825.1733907,3,827.6702502,825.167644,Neutral,obj455,NA,59.96915187,NA,"wheel, tire, vfvkf",Incongruent,828.8371666,NA,NA
belt,0.98762906,en-us,NA,4,193,0.94,1.145,belt,sjhdg,0,0.8896678,1.2382259,828.8431478,3,830.9389236,828.8371666,Neutral,obj041,NA,59.96915187,NA," belt, sjhdg",Incongruent,831.6893171,NA,NA
ice cream,0.9958763,en-us,NA,4,194,0.65,1.235,icecreamcone,zjpwf,0,0.7230608,0.8978172,831.6948811,3,833.7911208,831.6893171,Neutral,obj215,NA,59.96915187,NA,"ice cream, cone, icecreamcone, zjpwf",Incongruent,836.5430857,NA,NA
sink,0.97396517,en-us,NA,4,195,1.34,1.765,sink,dvgqg,0,1.56126,0,836.5487429,3,838.7456751,836.5430857,Neutral,obj397,NA,59.96915187,NA,"faucet, nozzle, valve, spout, water, basin, drain, dishes, sink, dvgqg",Incongruent,839.6955091,NA,NA
acorn,0.98762906,en-us,NA,4,196,0.87,1.295,acorn,kxsrt,0,0.9245998,1.4255113,839.7012679,3,841.7994121,839.6955091,Neutral,obj002,NA,59.96915187,NA," acorn, kxsrt",Incongruent,843.4483873,NA,NA
kangaroo,0.9840491,en-us,NA,4,197,0.73,1.275,kangaroo,vkjvm,0,0.7731718,1.393432,843.4541977,3,845.5668706,843.4483873,Neutral,obj224,NA,59.96915187,NA," kangaroo, vkjvm",Incongruent,846.3172897,NA,NA
diaper,0.98762906,en-us,NA,4,198,1.14,1.53,diaper,mwzgb,0,1.1630787,0,846.3229037,3,848.4188646,846.3172897,Neutral,obj125,NA,59.96915187,NA,"underwear, underpants, diaper, mwzgb",Incongruent,849.1694709,NA,NA
policeman,0.98762906,en-us,NA,4,199,1.53,1.765,policeman,xrxwb,0,1.4945626,0,856.4962851,4,858.6269512,849.1694709,Neutral,obj330,NA,59.96915187,NA,"man, woman, police woman, detective, female, male, cop, officer, patrol man, patrol woman, sheriff, guard, stopping guard, police officer, policeman, xrxwb",Incongruent,860.3948285,NA,NA
hair,0.97457886,en-us,NA,4,200,1.255,1.62,hair,hczpr,0,1.2482033,0,860.400592,4,862.4965905,860.3948285,Neutral,obj190,NA,59.96915187,NA,"woman, long hair, curly hair, hair, hczpr",Incongruent,863.2470132,NA,NA
tomato,0.98762906,en-us,NA,4,201,0.83,1.27,tomato,zqpxn,0,0.9268301,1.3917002,863.2526113,4,865.3487858,863.2470132,Neutral,obj459,NA,59.96915187,NA,"peach, apple, orange, kiwi, plum, nectarine, tomato, zqpxn",Incongruent,866.199265,NA,NA
snail,0.9776838,en-us,NA,4,202,0.815,1.265,snail,kjnqk,0,1.0210919,0,866.2049384,4,868.3010566,866.199265,Neutral,obj408,NA,59.96915187,NA,"mollusk, slug, snail, kjnqk",Incongruent,869.0514739,NA,NA
crackers,0.98762906,en-us,NA,4,203,0.85,1.435,crackers,xbjpn,0,0.8038231,1.0112748,869.0570845,4,871.1532706,869.0514739,Neutral,obj114,NA,59.96915187,NA,"saltine, saltines, cookie, cookies, graham cracker, graham crackers, crackers, xbjpn",Incongruent,871.9036956,NA,NA
ghost,0.9613472,en-us,NA,4,204,0.915,1.355,ghost,mxdjz,0,0.9209244,1.268976,871.9090584,4,874.0054604,871.9036956,Neutral,obj177,NA,59.96915187,NA," ghost, mxdjz",Incongruent,874.7558534,NA,NA
worm,0.98762906,en-us,NA,4,205,0.88,1.21,worm,wphpz,0,0.8878629,1.3857685,874.7613798,4,876.8576741,874.7558534,Neutral,obj516,NA,59.96915187,NA,"larva, bug, insect, crawler, centipede, maggot, earthworm, slither, worm, wphpz",Incongruent,877.6080802,NA,NA
nail,0.9796188,en-us,NA,4,206,1.525,1.965,nail,mmxcb,0,1.5628704,0,877.6136851,4,879.7932695,877.6080802,Neutral,obj277,NA,59.96915187,NA,"screw, bolt, nail, mmxcb",Incongruent,880.7438085,NA,NA
watch,0.98762906,en-us,NA,4,207,1.395,1.855,watch,bnqfx,0,1.4386859,0,880.7494394,4,882.8456088,880.7438085,Neutral,obj496,NA,59.96915187,NA,"clock, wristwatch, watch, bnqfx",Incongruent,883.5960016,NA,NA
igloo,0.96389014,en-us,NA,4,208,0.98,1.395,igloo,xsftm,0,1.0139254,0,883.6016102,4,885.6978892,883.5960016,Neutral,obj216,NA,59.96915187,NA,"shell, house, igloo, xsftm",Incongruent,886.4482418,NA,NA
balloon,0.970325,en-us,NA,4,209,0.71,1.115,balloon,ghgkg,0,0.7579652,1.2557257,886.4538186,4,888.5509517,886.4482418,Neutral,obj025,NA,59.96915187,NA," balloon, ghgkg",Incongruent,889.3004226,NA,NA
binoculars,0.98762906,en-us,NA,4,210,4.22,4.95,binoculars,xxmcf,0,NA,NA,889.3061516,4,892.9033645,889.3004226,Neutral,obj044,NA,59.96915187,NA,"telescope, binoculars, xxmcf",Incongruent,894.6545684,NA,NA
violin,0.98762906,en-us,NA,4,211,0.885,1.3,violin,prdxd,0,0.9272402,0,894.6605473,4,896.7563367,894.6545684,Neutral,obj485,NA,59.96915187,NA,"instrument, music, musical instrument, guitar, fiddle, viola, cello, violin, prdxd",Incongruent,897.5067552,NA,NA
witch,0.94399893,en-us,NA,4,212,0.795,1.235,witch,bvmch,0,0.8275847,1.3086838,897.5123346,4,899.608529,897.5067552,Neutral,obj513,NA,59.96915187,NA,"sorceress, wizard, broom, witch, bvmch",Incongruent,900.3589631,NA,NA
leopard,0.98762906,en-us,NA,4,213,1.335,1.8,leopard,zphbh,0,1.3769487,0,900.3645164,4,902.460727,900.3589631,Neutral,obj239,NA,59.96915187,NA,"cheetah, tiger, lion, cat, panther, jaguar, leopard, zphbh",Incongruent,903.4112828,NA,NA
rabbit,0.98762906,en-us,NA,4,214,1.035,1.355,rabbit,thwbx,0,1.0831805,1.4271775,903.4169712,4,905.5130855,903.4112828,Neutral,obj343,NA,59.96915187,NA,"bunny, hare, rodent, squirrel, chinchilla, rabbit, thwbx",Incongruent,906.263508,NA,NA
panda,0.98762906,en-us,NA,4,215,0.875,1.28,panda,qgwch,0,0.873613,1.374827,906.2690745,4,908.3652827,906.263508,Neutral,obj297,NA,59.96915187,NA,"bear, panda bear, panda, qgwch",Incongruent,909.7161429,NA,NA
pumpkin,0.98762906,en-us,NA,4,216,NA,NA,pumpkin,wnwnf,0,0.8951743,0,909.7219129,4,911.8179333,909.7161429,Neutral,obj339,NA,59.96915187,NA,"squash, fruit, tomato, onion, pepper, pumpkin, wnwnf",Incongruent,916.9884422,NA,NA
lamp,0.985912,en-us,NA,4,217,0.79,1.09,lamp,fqrfb,0,0.8323116,1.1972102,916.9944449,4,919.0902172,916.9884422,Neutral,obj234,NA,59.96915187,NA,"light, lantern, lamp, fqrfb",Incongruent,919.8406384,NA,NA
bread,0.97947824,en-us,NA,4,218,0.885,1.135,bread,kwbrw,0,0.9123144,1.2945977,919.846123,4,921.9423974,919.8406384,Neutral,obj060,NA,59.96915187,NA,"loaf, toast, bread, kwbrw",Incongruent,922.692848,NA,NA
skateboard,0.98762906,en-us,NA,4,219,0.98,1.395,skateboard,thpfx,0,1.0226955,1.1922842,922.6983991,4,924.7946305,922.692848,Neutral,obj398,NA,59.96915187,NA,"longboard, scooter, roller board, pennyboard, skateboard, thpfx",Incongruent,925.5450107,NA,NA
monkey,0.98762906,en-us,NA,4,220,0.97,1.435,monkey,vmmvs,0,1.0220545,0,925.5505212,4,927.6468314,925.5450107,Neutral,obj266,NA,59.96915187,NA,"ape, baboon, chimpanzee, gorilla, lemur, orangutan, baby monkey, monkey, vmmvs",Incongruent,928.397972,NA,NA
painting,0.98762906,en-us,NA,4,221,1.195,1.61,picture,bnjqw,0,1.1940776,0,928.4028852,4,930.4990136,928.397972,Neutral,obj315,NA,59.96915187,NA,"painting, drawing, boat, ship, decor, art, oil panting, picture, bnjqw",Incongruent,931.2494439,NA,NA
oven,1,en-us,NA,4,222,1.16,1.48,stove,krdgx,0,1.1991733,0,931.255117,4,933.3511853,931.2494439,Neutral,obj426,NA,59.96915187,NA,"oven, boiler, cooker, furnace, stove, krdgx",Incongruent,934.1016244,NA,NA
hammer,0.97994816,en-us,NA,4,223,1.385,1.725,hammer,hwgnj,0,1.4035863,0,934.1071931,4,936.2034407,934.1016244,Neutral,obj193,NA,59.96915187,NA,"mallet, drill, hammer, hwgnj",Incongruent,938.1547363,NA,NA
cacti,0.9938145,en-us,NA,4,224,1.08,1.545,cactus,dxkmb,0,1.1271106,0,938.1605296,4,940.2575327,938.1547363,Neutral,obj069,NA,59.96915187,NA,"cacti, cactuses, cactus, dxkmb",Incongruent,941.0069352,NA,NA
mushroom,0.98762906,en-us,NA,4,225,0.665,1.21,mushroom,vqrqj,0,0.7265188,1.2821249,941.0125599,4,943.1087439,941.0069352,Neutral,obj275,NA,59.96915187,NA," mushroom, vqrqj",Incongruent,943.8591925,NA,NA
Road,0.98762906,en-us,NA,4,226,0.97,1.4,road,gmfnz,0,1.0245595,0,943.8647424,4,945.9608962,943.8591925,Neutral,obj356,NA,59.96915187,NA,"drive, highway, street, dessert, interstate, rural, freeway, road, gmfnz",Incongruent,946.7113294,NA,NA
bathtub,0.95979685,en-us,NA,4,227,1.045,1.185,bathtub,jgthr,0,1.1009322,1.361292,946.7169337,4,948.8298129,946.7113294,Neutral,obj033,NA,59.96915187,NA,"bath, tub, bathtub, jgthr",Incongruent,949.5806117,NA,NA
butterfly,0.98762906,en-us,NA,4,228,1.05,1.23,butterfly,tqbds,0,0.8012698,1.3647824,949.5861966,4,951.6820183,949.5806117,Neutral,obj067,NA,59.96915187,NA,"moth, butterfly, tqbds",Incongruent,952.8327433,NA,NA
trumpet,0.98762906,en-us,NA,4,229,0.89,1.35,trumpet,zjkpk,0,0.9620822,1.2169518,952.8383129,4,954.9345285,952.8327433,Neutral,obj473,NA,59.96915187,NA,"instrument, music, musical instrument, cornet, trombone, horn, clarinet, trumpet, zjkpk",Incongruent,956.2853743,NA,NA
wing,0.97884005,en-us,NA,4,230,0.88,1.295,wing,xfxnr,0,0.9450552,1.3849557,956.2909661,4,958.3871604,956.2853743,Neutral,obj512,NA,59.96915187,NA,"bird, feather, wing, xfxnr",Incongruent,959.9382316,NA,NA
egg,0.98762906,en-us,NA,4,231,1.01,1.25,egg,jkxpt,0,1.0398712,0,959.9438724,4,962.0400246,959.9382316,Neutral,obj144,NA,59.96915187,NA,"egg holder, holder, egg, jkxpt",Incongruent,962.7904094,NA,NA
duck,0.9795064,en-us,NA,4,232,1.035,1.18,duck,tkmhb,0,0.9890355,1.314945,962.795986,4,964.9088788,962.7904094,Neutral,obj139,NA,59.96915187,NA,"duckling, goose, mallard, swan, seagull, duck, tkmhb",Incongruent,966.4599133,NA,NA
Soldier,0.98762906,en-us,NA,4,233,1.975,2.48,soldier,zthkx,0,2.1443905,0,966.4658209,4,969.2293097,966.4599133,Neutral,obj413,NA,59.96915187,NA,"fighter, guard, officer, trooper, army, marine, soldier, zthkx",Incongruent,970.8966777,NA,NA
Lobster,0.96763647,en-us,NA,4,234,2.09,2.615,crab,nnmcj,0,2.0276822,0,970.9024509,4,973.5655762,970.8966777,Neutral,obj113,NA,59.96915187,NA,"lobster, crustacean, crab, nnmcj",Incongruent,974.7329678,NA,NA
girl,0.9828197,en-us,NA,4,235,1.645,2.01,girl,pgqfp,0,1.6142525,0,974.7387394,4,976.9848828,974.7329678,Neutral,obj179,NA,59.96915187,NA,"child, kid, youngster, youth, daughter, minor, girl, pgqfp",Incongruent,978.4358214,NA,NA
sock,0.95569706,en-us,NA,4,236,0.56,0.82,sock,njhgp,0,0.70738,0.9058336,978.4415219,4,980.5375997,978.4358214,Neutral,obj411,NA,59.96915187,NA," sock, njhgp",Incongruent,981.288007,NA,NA
fishtank,0.9476732,en-us,NA,4,237,1.22,1.365,fishtank,hnqfn,0,1.115417,1.1917392,981.2936085,4,983.3898089,981.288007,Neutral,obj010,NA,59.96915187,NA,"fish, aquarium, tank, fishtank, hnqfn",Incongruent,984.3403724,NA,NA
boot,0.98762906,en-us,NA,4,238,0.87,1,boot,stngb,0,0.8079038,1.1016054,984.3459452,4,986.4421473,984.3403724,Neutral,obj052,NA,59.96915187,NA,"shoe, cowboy boot, boot, stngb",Incongruent,987.1925714,NA,NA
Paperclip,0.98762906,en-us,NA,4,239,NA,NA,paperclip,srxdc,0,0.9928341,1.1589533,987.1981203,4,989.294352,987.1925714,Neutral,obj300,NA,59.96915187,NA," paperclip, srxdc",Incongruent,990.0447741,NA,NA
zebra,0.98178226,en-us,NA,4,240,0.795,1.195,zebra,phjqr,0,0.8904145,1.3261099,990.0502806,4,992.1465404,990.0447741,Neutral,obj519,NA,59.96915187,NA,"horse, zebra, phjqr",Incongruent,992.9970481,NA,NA
fish,0.99179053,en-us,NA,4,241,0.99,1.38,fish,nwbtm,0,1.052679,0,993.0026412,4,995.0988289,992.9970481,Neutral,obj157,NA,59.96915187,NA," fish, nwbtm",Incongruent,995.8492399,NA,NA
leaf,0.96483064,en-us,NA,4,242,1.315,1.535,leaf,bkxtw,0,1.3186061,0,995.8549429,4,997.9677161,995.8492399,Neutral,obj236,NA,59.96915187,NA,"petal, leaf, bkxtw",Incongruent,998.818203,NA,NA
truck,0.98762906,en-us,NA,4,243,1.225,1.4,truck,jbsrq,0,1.2609355,0,998.8237639,4,1000.920345,998.818203,Neutral,obj472,NA,59.96915187,NA,"cargo, truck, jbsrq",Incongruent,1001.670393,NA,NA
Bridge,0.98762906,en-us,NA,4,244,1.045,1.245,bridge,nmjvg,0,1.0947187,0,1001.67599,4,1003.772201,1001.670393,Neutral,obj062,NA,59.96915187,NA,"Golden Gate Bridge, overpass, bridge, nmjvg",Incongruent,1004.722696,NA,NA
spaghetti,0.98762906,en-us,NA,4,245,0.81,1.2,spaghetti,hgmpp,0,0.8404389,1.3112209,1004.728299,4,1006.824522,1004.722696,Neutral,obj414,NA,59.96915187,NA,"pasta, noodles, linguine, fettuccine, spaghetti, hgmpp",Incongruent,1007.574953,NA,NA
closet,0.98762906,en-us,NA,4,246,1.435,1.765,closet,qgjgj,0,1.47131,0,1007.580501,4,1009.67674,1007.574953,Neutral,obj494,NA,59.96915187,NA,"wardrobe, dresser, cabinet, cupboard, closet, qgjgj",Incongruent,1010.627267,NA,NA
teeth,0.96481645,en-us,NA,4,247,1.13,1.435,teeth,sqmwk,0,1.2633263,0,1010.63289,4,1012.729082,1010.627267,Neutral,obj444,NA,59.96915187,NA,"denture, dentures, fake teeth, molar, molars, gum, gums, dental, teeth, sqmwk",Incongruent,1013.479649,NA,NA
dolphin,0.98762906,en-us,NA,4,248,0.835,1.285,dolphin,czttx,0,0.7954221,1.4007565,1013.485323,4,1015.581248,1013.479649,Neutral,obj130,NA,59.96915187,NA," dolphin, czttx",Incongruent,1016.331706,NA,NA
